"Articele Code",Name,Price,Unit
STM00944,"CIRCULAR SAW BLADE 4""(105) x 20 x 30T UKEN",17.00,PCS
STM00947,"CIRCULAR SAW BLADE 4.5""(115) x 22.23 x 40T UKEN",18.25,PCS
STM00946,"CIRCULAR SAW BLADE 4.5""(115) x 22.23 x 30T UKEN",17.50,PCS
STM00941,"CIRCULAR SAW BLADE 355 X 96T UKEN",228.00,PCS
STM00940,"CIRCULAR SAW BLADE 355 X 72T UKEN",208.00,PCS
STM00939,"CIRCULAR SAW BLADE 355 X 60T UKEN",195.00,PCS
STM00973,"CIRCULAR SAW BLADE 355 X 100T UKEN",247.00,PCS
STM00938,"CIRCULAR SAW BLADE 305 X 96T UKEN",156.00,PCS
STM00937,"CIRCULAR SAW BLADE 305 X 72T UKEN",138.00,PCS
STM00935,"CIRCULAR SAW BLADE 305 X 100T UKEN",146.00,PCS
STM00972,"CIRCULAR SAW BLADE 305 X 100T UKEN",176.00,PCS
STM00934,"CIRCULAR SAW BLADE 235 X 80T UKEN",89.75,PCS
STM00932,"CIRCULAR SAW BLADE 235 X 40T UKEN",70.25,PCS
STM00931,"CIRCULAR SAW BLADE 235 X 24T UKEN",58.50,PCS
STM00930,"CIRCULAR SAW BLADE 235 X 100T UKEN",104.00,PCS
STM00971,"CIRCULAR SAW BLADE 235 X 100T UKEN",97.50,PCS
STM00970,"CIRCULAR SAW BLADE 184 X 60T UKEN",70.25,PCS
STM00969,"CIRCULAR SAW BLADE 184 X 48T UKEN",62.50,PCS
STM00928,"CIRCULAR SAW BLADE 184 X 40T UKEN",44.25,PCS
STM00927,"CIRCULAR SAW BLADE 184 X 24T UKEN",39.00,PCS
STM00926,"CIRCULAR SAW BLADE 184 X 20T UKEN",33.75,PCS
STM00925,"CIRCULAR SAW BLADE 184 X 16T UKEN",31.25,PCS
STM00968,"CIRCULAR SAW BLADE 16""(400) x 35 x 60T UKEN",143.00,PCS
STM00966,"CIRCULAR SAW BLADE 14""(350) x 35 x 84T UKEN",117.00,PCS
STM00977,"CIRCULAR SAW BLADE 14""(350) x 35 x 84T ALUMINIUM  UKEN",156.00,PCS
STM00965,"CIRCULAR SAW BLADE 14""(350) x 35 x 60T  UKEN",109.00,PCS
STM00964,"CIRCULAR SAW BLADE 14""(350) x 35 x 40T UKEN",111.00,PCS
STM00967,"CIRCULAR SAW BLADE 14""(350) x 35 x 100T  UKEN",137.00,PCS
STM00962,"CIRCULAR SAW BLADE 12""(300) x 35 x 96T UKEN",104.00,PCS
STM00976,"CIRCULAR SAW BLADE 12""(300) x 35 x 96T ALUMINIUM  UKEN",143.00,PCS
STM00961,"CIRCULAR SAW BLADE 12""(300) x 35 x 80T UKEN",93.75,PCS
STM00960,"CIRCULAR SAW BLADE 12""(300) x 35 x 60T UKEN",91.00,PCS
STM00959,"CIRCULAR SAW BLADE 12""(300) x 35 x 48T UKEN",84.50,PCS
STM00963,"CIRCULAR SAW BLADE 12""(300) x 35 x 100T UKEN",107.00,PCS
STM00923,"CIRCULAR SAW BLADE 110 X 24T UKEN",22.25,PCS
STM00958,"CIRCULAR SAW BLADE 10""(250) x 35 x 80T UKEN",71.50,PCS
STM00957,"CIRCULAR SAW BLADE 10""(250) x 35 x 60T UKEN",65.00,PCS
STM00975,"CIRCULAR SAW BLADE 10""(250) x 35 x 100T ALUMINIUM  UKEN",117.00,PCS
STM01793,"CIRCULAR SAW 9""",237.00,PCS
STM01792,"CIRCULAR SAW 7""",161.00,PCS
STM00533,"Chisel Pointed 4*16*300mm",21.50,PCS
STM00532,"Chisel Flat 19*16*300mm",21.75,PCS
STM00684,"CHIPPING HAMMER 500G WOOD HANDLE UKEN ",11.00,PCS
STM00685,"CHIPPING HAMMER 500G FIBER HANDLE UKEN ",12.75,PCS
STM01761,"CHALK, 115G, BLUE TOPEX",1.74,pc
STM00642,"CHALK REEL WITH LEVEL UKEN",14.25,PCS
STM01762,"CHALK LINE 30M, QUICK RELEASE TOPEX",62.50,DOZEN
STM01827,"CHAIN SAW GASOLIN 20”",261.00,pc
STM01826,"CHAIN SAW ELECTRICAL 16""",313.00,PCS
STM01195,"CHAIN PULLEY BLOCK  5.0T X 6.0M UKEN",910.00,PCS
STM01196,"CHAIN PULLEY BLOCK  5.0T X 10.0M UKEN",1235.00,PCS
STM01194,"CHAIN PULLEY BLOCK  3.0T X 6.0M UKEN",650.00,PCS
STM01193,"CHAIN PULLEY BLOCK  2.0T X 6.0M UKEN",468.00,PCS
STM01197,"CHAIN PULLEY BLOCK  10T X 10.0M UKEN",2240.00,PCS
STM01192,"CHAIN PULLEY BLOCK  1.5T X 3.0M UKEN",286.00,PCS
STM00531,"Ceramic Tile Cutter 24''/600mm",293.00,PCS
STM00573,"CEMENT BOARD 1220 x 2440 x 9MM - SCG, THAILAND",683.00,BUNDLE
STM00572,"CEMENT BOARD 1220 x 2440 x 6MM - SCG, THAILAND",455.00,BUNDLE
STM00575,"CEMENT BOARD 1220 x 2440 x 18MM - SCG, THAILAND",1400.00,BUNDLE
STM00574,"CEMENT BOARD 1220 x 2440 x 12MM - SCG, THAILAND",909.00,BUNDLE
STM01731,"CEILING BRUSH 150 x 70 MM TOPEX",45.25,DOZEN
STM00518,"CE33 WHITE - JOINT GROUT 5 KG/FOIL POLYBIT",15.25,BAG
STM00524,"CE33 TERRA - JOINT GROUT 5 KG/FOIL POLYBIT",17.00,BAG
STM00517,"CE33 SILVER - JOINT GROUT 5 KG/FOIL POLYBIT",15.25,BAG
STM00523,"CE33 SIENA - JOINT GROUT 5 KG/FOIL POLYBIT",17.00,BAG
STM00522,"CE33 JASMINE - JOINT GROUT 5 KG/FOIL POLYBIT",17.00,BAG
STM00521,"CE33 IVORY - JOINT GROUT 5 KG/FOIL POLYBIT",17.00,BAG
STM00516,"CE33 GREY - JOINT GROUT 5 KG/FOIL POLYBIT",14.25,BAG
STM00520,"CE33 GRAPHITE  - JOINT GROUT 5 KG/FOIL POLYBIT",17.00,BAG
STM00519,"CE33 CREAM - JOINT GROUT 5 KG/FOIL POLYBIT",17.00,BAG
STM00515,"CE33 ANTHRACITE - JOINT GROUT 5 KG/FOIL POLYBIT",14.25,BAG
STM01748,"CAULKING GUN, SKELETON TOPEX",75.75,DOZEN
STM01751,"CAULKING GUN, ALUMINIUM TOPEX",11.20,pc
STM01749,"CAULKING GUN WITH MAGNESIUM MECHANISM TOPEX",15.75,PCS
STM01750,"CAULKING GUN 300ML TOPEX",19.00,PCS
STM00867,"CARPENTER SAW 16"" UKEN",7.50,PCS
STM00530,"Carpenter File (Needle File) 3*140mm",17.25,DOZEN
STM00716,"CARPENTER CHISEL SET- 5PCS (1/4"",3/8"",1/2"",3/4"",1"") UKEN",91.00,SET
STM00711,"CARPENTER CHISEL 7/8"" UKEN",22.25,PCS
STM00709,"CARPENTER CHISEL 5/8"" UKEN",19.50,PCS
STM00707,"CARPENTER CHISEL 3/8"" UKEN",17.00,PCS
STM00710,"CARPENTER CHISEL 3/4"" UKEN",20.75,PCS
STM00706,"CARPENTER CHISEL 1/4"" UKEN",15.75,PCS
STM00708,"CARPENTER CHISEL 1/2"" UKEN",18.25,PCS
STM00712,"CARPENTER CHISEL 1"" UKEN",23.50,PCS
STM00715,"CARPENTER CHISEL  2"" UKEN",28.75,PCS
STM00713,"CARPENTER CHISEL  1 -1/4"" UKEN",24.75,PCS
STM01802,"CARGO LASHING 6M*1.5""",71.00,BOX
STM01801,"CARGO LASHING 10M*2""",86.25,BOX
STM02162,"CAR WASHER SAKHAR 100BAR",296.00,PCS
STM01766,"CAR VOLTAGE TESTER 6-24V,140MM TOPEX",31.25,DOZEN
STM02168,"CAR BATTERY CHARGER CLASS 800",733.00,PCS
STM02167,"CAR BATTERY CHARGER CLASS 600",592.00,PCS
STM02166,"CAR BATTERY CHARGER CLASS 400",541.00,PCS
STM02165,"CAR BATTERY CHARGER CB-50S",254.00,PCS
STM02164,"CAR & BUILDING WASHER 21114 80BAR & ROUTER ",338.00,PCS
STM00846,"CABLE CUTTER 32"" UKEN                    ",111.00,PCS
STM00845,"CABLE CUTTER 24"" UKEN                    ",83.25,PCS
STM00844,"CABLE CUTTER 10"" COMPACT UKEN            ",31.25,PCS
STM00433,"Cabinet Hinges Full Overlay STG",58.50,BAG
STM01924,"BUST PROOF LIGHT 72W STATUS",19.50,PCS
STM01720,"BUCKET 12L TOPEX",5.00,PCS
STM00261,"Broom Stick PVC Coated",11.00,DOZEN
STM00260,"Broom Stick Natural",13.25,DOZEN
STM00458,"BRASS PADLOCK 50MM",17.50,PCS
STM00459,"BRASS PADLOCK 30MM",7.00,PCS
STM00460,"BRASS PADLOCK 20MM",46.75,DOZEN
STM00457,"BRASS GATE VALVE 1/2"" PEGLER 1065",23.25,PCS
STM00429,"BRASS BIB COCK/ TAP STB0801",11.00,PCS
STM00402,"BRASS ANGLE VALVE CONFLO AV02",9.25,PCS
STM00771,"BOX SPANNER 1/2"" DR 9MM 6PT UKEN",4.25,PCS
STM00770,"BOX SPANNER 1/2"" DR 8MM 6PT UKEN",4.25,PCS
STM00789,"BOX SPANNER 1/2"" DR 32MM 6PT UKEN",13.00,PCS
STM00788,"BOX SPANNER 1/2"" DR 30MM 6PT UKEN",13.00,PCS
STM00787,"BOX SPANNER 1/2"" DR 27MM 6PT UKEN",10.50,PCS
STM00786,"BOX SPANNER 1/2"" DR 24MM 6PT UKEN",8.50,PCS
STM00785,"BOX SPANNER 1/2"" DR 23MM 6PT UKEN",7.75,PCS
STM00784,"BOX SPANNER 1/2"" DR 22MM 6PT UKEN",7.25,PCS
STM00783,"BOX SPANNER 1/2"" DR 21MM 6PT UKEN",6.00,PCS
STM00782,"BOX SPANNER 1/2"" DR 20MM 6PT UKEN",6.00,PCS
STM00781,"BOX SPANNER 1/2"" DR 19MM 6PT UKEN",5.25,PCS
STM00780,"BOX SPANNER 1/2"" DR 18MM 6PT UKEN",5.25,PCS
STM00779,"BOX SPANNER 1/2"" DR 17MM 6PT UKEN",5.25,PCS
STM00778,"BOX SPANNER 1/2"" DR 16MM 6PT UKEN",4.50,PCS
STM00777,"BOX SPANNER 1/2"" DR 15MM 6PT UKEN",4.50,PCS
STM00776,"BOX SPANNER 1/2"" DR 14MM 6PT UKEN",4.25,PCS
STM00775,"BOX SPANNER 1/2"" DR 13MM 6PT UKEN",4.50,PCS
STM00774,"BOX SPANNER 1/2"" DR 12MM 6PT UKEN",4.25,PCS
STM00773,"BOX SPANNER 1/2"" DR 11MM 6PT UKEN",4.25,PCS
STM00772,"BOX SPANNER 1/2"" DR 10MM 6PT UKEN",4.50,PCS
STM01487,"BOLT SS 316 M 24 X 140 H/T",32.50,PCS
STM01486,"BOLT SS 316 M 16 X 120 H/T",85.75,BAG
STM01545,"BOLT GLV M 8 x 45",65.00,BAG
STM01544,"BOLT GLV M 6 x 25",65.00,BAG
STM01548,"BOLT GLV M 16 x 100",97.50,BAG
STM01547,"BOLT GLV M 12 x 90",78.00,BAG
STM01546,"BOLT GLV M 10 x 50",68.25,BAG
STM00831,"BOLT CUTTER 8"" MINI UKEN   ",28.75,PCS
STM01688,"BOLT CUTTER 450MM, 18"" TOPEX",44.50,PCS
STM00838,"BOLT CUTTER 42"" HEAVY DUTY UKEN   ",299.00,PCS
STM00837,"BOLT CUTTER 36"" HEAVY DUTY  UKEN ",182.00,PCS
STM00836,"BOLT CUTTER 30"" HEAVY DUTY UKEN  ",127.00,PCS
STM00835,"BOLT CUTTER 24"" HEAVY DUTY UKEN  ",80.75,PCS
STM00834,"BOLT CUTTER 18"" HEAVY DUTY  UKEN ",58.50,PCS
STM00833,"BOLT CUTTER 14"" HEAVY DUTY  UKEN ",49.50,PCS
STM00832,"BOLT CUTTER 12"" HEAVY DUTY UKEN  ",39.00,PCS
STM00528,"Bolt Clippers 36''/900mm",93.75,PCS
STM00529,"Bolt Clippers 30''/750mm",72.75,PCS
STM00527,"Bolt Clippers 24''/600mm",53.25,PCS
STM01568,"BOLT 8.8 M 42 x 260 H/T",32.50,PCS
STM01567,"BOLT 8.8 M 24 x 150 H/T",68.75,BAG
STM01566,"BOLT 8.8 M 20 x 100 H/T",68.25,BAG
STM01565,"BOLT 8.8 M 16 x 80 H/T",78.00,BAG
STM01564,"BOLT 8.8 M 12 x 60 H/T",65.00,BAG
STM00075,"BLUE FIBER GLASS MESH 8""X30 YARDS 10 x 10",93.75,DOZEN
STM00074,"BLUE FIBER GLASS MESH 6""X30 YARDS 10 x 10",85.75,DOZEN
STM00073,"BLUE FIBER GLASS MESH 4""X30 YARDS 10 x 10",58.50,DOZEN
STM00002,"BLUE FIBER GLASS MESH 1 MTR x 35 YARDS (93 GSM)",36.50,ROLL
STM01791,"BLOWER 2 IN 1 123501",161.00,PCS
STM01790,"BLOWER 122302",52.25,
STM00475,"BITUSTICK 15 - SELF ADHESIVE MEMBRANE - HDPE SURFACED BITUMINOUS WATERPROOFING MEMBRANE POLYBIT",144.00,ROLL
STM00469,"BITUMINOUS ROOFING FELT FOR WATERPROOFING 1M x 15M x 1.2MM AL HOSAN -  POLYBIT",67.75,ROLL
STM00470,"BITUMINOUS ROOFING FELT  FOR WATERPROOFING 1M x 20M x 1.2MM AL HOSAN -  POLYBIT",80.75,ROLL
STM00501,"BITUMASTIC- BITUMEN MASTIC SEALANT 20 KG POLYBIT",144.00,PAIL
STM00485,"BITUBOARD 60 - ASPHALTIC PROTECTION BOARD POLYBIT 2M x 1M x 6MM",52.00,ROLL
STM00484,"BITUBOARD 30 - ASPHALTIC PROTECTION BOARD POLYBIT 2M x 1M x 3.2MM",30.00,ROLL
STM00001,"Binding Wire 20 Gauge",45.50,BUNDLE
STM00426,"BIDET SPRAY CONFLO WHITE",11.75,PCS
,"Bevel protractor aluminium with 2 vials, pencil",64.63,
STM01758,"BEVEL PROTECTOR ALUMINIUM WITH 2 VIALS, PENCIL TOPEX",45.50,PCS
STM00810,"BEARING SEPARATOR SET 46 x 21 x 17 UKEN",254.00,SET
STM00804,"BEARING PULLER THREE JAW 3"" (75 MM) UKEN ",31.25,PCS
STM00809,"BEARING PULLER THREE JAW 12"" (300 MM) UKEN",176.00,PCS
STM00808,"BEARING PULLER THREE JAW 10"" (250 MM) UKEN",114.00,PCS
STM01283,"BATTERY 6V UKEN ",62.50,BOX
STM00423,"Bathroom Accessories Oval-ST-BA01",58.50,SET
STM00466,"BASIN MIXER ITALY SI2332",221.00,PCS
STM00467,"BASIN MIXER ITALY SI2322",150.00,PCS
STM00468,"BASIN MIXER ITALY SI2312",137.00,PCS
STM00721,"BARBENDING KEY 8 MM WISDOM S/D UKEN      ",20.75,PCS
STM00720,"BARBENDING KEY 6 MM WISDOM S/D UKEN      ",13.00,PCS
STM00733,"BARBENDING KEY 32 MM WISDOM S/D UKEN      ",80.75,PCS
STM00732,"BARBENDING KEY 30 MM WISDOM S/D UKEN      ",78.00,PCS
STM00731,"BARBENDING KEY 28 MM WISDOM S/D UKEN      ",75.50,PCS
STM00730,"BARBENDING KEY 26 MM WISDOM S/D UKEN      ",65.00,PCS
STM00729,"BARBENDING KEY 24 MM WISDOM S/D UKEN      ",62.50,PCS
STM00728,"BARBENDING KEY 22 MM WISDOM S/D UKEN      ",61.25,PCS
STM00727,"BARBENDING KEY 20 MM WISDOM S/D UKEN      ",49.50,PCS
STM00726,"BARBENDING KEY 18 MM WISDOM S/D UKEN      ",46.75,PCS
STM00725,"BARBENDING KEY 16 MM WISDOM S/D UKEN      ",41.75,PCS
STM00724,"BARBENDING KEY 14 MM WISDOM S/D UKEN      ",36.50,PCS
STM00723,"BARBENDING KEY 12 MM WISDOM S/D UKEN      ",26.00,PCS
STM00722,"BARBENDING KEY 10 MM WISDOM S/D UKEN      ",23.50,PCS
STM00690,"BALL PEIN HAMMER 3LB WOOD HANDLE UKEN",18.25,PCS
STM00692,"BALL PEIN HAMMER 3LB FIBER HANDLE UKEN",22.25,PCS
STM00689,"BALL PEIN HAMMER 2LB WOOD HANDLE UKEN ",14.25,PCS
STM00691,"BALL PEIN HAMMER 2LB FIBER HANDLE UKEN",18.25,PCS
STM01216,"BALL BEARING HINGES 4",26.00,PAIR
STM00211,"Aviation Snip 10'' Right",15.75,PCS
STM00210,"Aviation Snip 10'' Left",15.75,PCS
STM00250,"Auto Pressure Control ST 05 Vertical",71.50,PCS
STM00251,"Auto Pressure Control ST - 10",65.00,PCS
STM01065,"AUGER BIT 32 X 600 MM (D X L) UKEN",67.75,PCS
STM01064,"AUGER BIT 32 X 460 MM (D X L) UKEN",52.00,PCS
STM01063,"AUGER BIT 32 X 200 MM (D X L) UKEN",22.25,PCS
STM01062,"AUGER BIT 30 X 600 MM (D X L) UKEN",62.50,PCS
STM01061,"AUGER BIT 30 X 460 MM (D X L) UKEN",46.75,PCS
STM01060,"AUGER BIT 30 X 200 MM (D X L) UKEN",20.25,PCS
STM01059,"AUGER BIT 28 X 600 MM (D X L) UKEN",56.00,PCS
STM01058,"AUGER BIT 28 X 460 MM (D X L) UKEN",41.75,PCS
STM01057,"AUGER BIT 28 X 200 MM (D X L) UKEN",18.25,PCS
STM01056,"AUGER BIT 26 X 600 MM (D X L) UKEN",52.00,PCS
STM01055,"AUGER BIT 26 X 460 MM (D X L) UKEN",36.50,PCS
STM01054,"AUGER BIT 26 X 200 MM (D X L) UKEN",18.25,PCS
STM01052,"AUGER BIT 25 X 460 MM (D X L) UKEN",33.25,PCS
STM01051,"AUGER BIT 25 X 200 MM (D X L) UKEN",17.00,PCS
STM01050,"AUGER BIT 24 X 600 MM (D X L) UKEN",43.00,PCS
STM01049,"AUGER BIT 24 X 460 MM (D X L) UKEN",29.25,PCS
STM01048,"AUGER BIT 24 X 200 MM (D X L) UKEN",15.75,PCS
STM01047,"AUGER BIT 22 X 600 MM (D X L) UKEN",37.75,PCS
STM01046,"AUGER BIT 22 X 460 MM (D X L) UKEN",26.00,PCS
STM01045,"AUGER BIT 22 X 200 MM (D X L) UKEN",13.00,PCS
STM01044,"AUGER BIT 20 X 600 MM (D X L) UKEN",32.50,PCS
STM01043,"AUGER BIT 20 X 460 MM (D X L) UKEN",23.50,PCS
STM01042,"AUGER BIT 20 X 200 MM (D X L) UKEN",11.75,PCS
STM01041,"AUGER BIT 18 X 600 MM (D X L) UKEN",28.75,PCS
STM01040,"AUGER BIT 18 X 460 MM (D X L) UKEN",19.50,PCS
STM01039,"AUGER BIT 18 X 200 MM (D X L) UKEN",10.50,PCS
STM01038,"AUGER BIT 16 X 600 MM (D X L) UKEN",22.25,PCS
STM01037,"AUGER BIT 16 X 460 MM (D X L) UKEN",16.25,PCS
STM01036,"AUGER BIT 16 X 200 MM (D X L) UKEN",9.25,PCS
STM01053,"AUGER BIT  25 X 600 MM (D X L) UKEN",45.00,PCS
STM00646,"ARTIST BRUSH ROUND HEAD 12PC SET (1mm,2,3,4,5,6,7,8,9,10,11,12) ",15.75,SET
STM00645,"ARTIST BRUSH FLAT HEAD 12PC SET (1mm,2,3,4,5,6,7,8,9,10,11,12) UKEN",15.75,SET
STM00643,"ARTIST BRUSH 5PC SET - 287 (2mm/4mm/6mm/13mm-) UKEN",52.00,PKT
STM00644,"ARTIST BRUSH 10PC SET - 286 (2mm-2nos/ 4mm.2nos /6mm-2nos/13mm-4nos UKEN",7.75,SET
STM00472,"APP MODIFIED BITUMINOUS WATERPROOFING MEMBRANE  1M x 10M x 4MM ROLL BITUPLUS P4180 POLYBIT",181.00,ROLL
STM00431,"ANGLE VALVE STEORRA ST -029",6.50,PCS
STM00432,"ANGLE VALVE ST -053",11.00,PCS
STM00403,"ANGLE VALVE ECOFLO EF 021",6.50,PCS
STM02180,"ANGLE GRINDER CORDLESS",617.00,PCS
STM01777,"ANGLE GRINDER 9"" UN-230038  2800W",338.00,PCS
STM01821,"ANGLE GRINDER 4.5”  UN-115025  750 W",110.00,PCS
STM02181,"ANGLE GRINDER 115026 4.5''",144.00,PCS
STM00123,"Angle Bead Galv 75mm x 75 mm x 3Mtr Metex",114.00,BOX
STM00122,"Angle Bead Galv 65mm x 65 mm x 3Mtr Metex",107.00,BOX
STM00121,"Angle Bead Galv 55mm x 55 mm x 3Mtr Metex",94.25,BOX
STM00120,"Angle Bead Galv 50mm x 50 mm x 3Mtr Metex",83.25,BOX
STM00461,"ALUMN LOCK BODY AND CYLINDER SILO - SIL 8520",19.50,PCS
STM02207,"ALUMINIUM TAPE & DUCT TAPE 3''X24 YARDS",66.25,BOX
STM02205,"ALUMINIUM TAPE & DUCT TAPE 3''X19 YARDS",53.25,BOX
STM02206,"ALUMINIUM TAPE & DUCT TAPE 2''X24 YARDS",66.25,BOX
STM02204,"ALUMINIUM TAPE & DUCT TAPE 2''X19 YARDS",53.25,BOX
STM01756,"ALUMINIUM STRING LEVEL; STRING ON SPINNING REEL TOPEX",54.75,DOZEN
STM00526,"Aluminium Level 48''/1200mm",21.50,PCS
STM00249,"ALUMINIUM LADDER HD FOLDING 4 x 5",319.00,PCS
STM00248,"ALUMINIUM LADDER HD FOLDING 4 x 4",254.00,PCS
STM00247,"ALUMINIUM LADDER HD FOLDING 4 x 3",215.00,PCS
STM01759,"ALUMINIUM JOINERS SQUARE - 300MM/12'' TOPEX",10.40,pc
STM01779,"AIR IMPACT WRENCH 3/4""DR",338.00,PCS
STM01778,"AIR IMPACT WRENCH 1/2""DR",101.00,PCS
STM01780,"AIR IMPACT WRENCH 1""DR",676.00,PCS
STM01836,"AIR GREASE PUMP 40L",676.00,PCS
STM01835,"AIR GREASE PUMP 12L",507.00,PCS
89766,Aggregate,20.00,bag
STM00762,"ADAPTOR 3/8"" X 1/4""  UKEN",9.25,PCS
STM00761,"ADAPTOR 3/8"" X 1/2"" UKEN ",10.50,PCS
STM00760,"ADAPTOR 3/4"" X 1/2""  UKEN",14.25,PCS
STM00759,"ADAPTOR 1/4"" X 3/8""  UKEN",8.50,PCS
STM00758,"ADAPTOR 1/2"" X 3/8"" UKEN ",9.75,PCS
STM00757,"ADAPTOR 1/2"" X 3/4""  UKEN",22.25,PCS
STM02135,"ACRYLIC SPRAY PAINT - WILLOW GREEN",41.00,BOX
STM02125,"ACRYLIC SPRAY PAINT - WHITE MATT ",41.00,BOX
STM02124,"ACRYLIC SPRAY PAINT - WHITE ",41.00,BOX
STM02137,"ACRYLIC SPRAY PAINT - TURQUOISE",41.00,BOX
STM02139,"ACRYLIC SPRAY PAINT - TIVOLI BLUE",41.00,BOX
STM02146,"ACRYLIC SPRAY PAINT - SILVER",41.00,BOX
STM02144,"ACRYLIC SPRAY PAINT - PRIMER GREY",41.00,BOX
STM02150,"ACRYLIC SPRAY PAINT - PREMIUM GOLD",58.00,BOX
STM02151,"ACRYLIC SPRAY PAINT - PINK ROSE",41.00,BOX
STM02130,"ACRYLIC SPRAY PAINT - ORANGE",41.00,BOX
STM02147,"ACRYLIC SPRAY PAINT - MIRROR CHROME SILVER",58.00,BOX
STM02132,"ACRYLIC SPRAY PAINT - MAROON",41.00,BOX
STM02145,"ACRYLIC SPRAY PAINT - LIGHT GREY",41.00,BOX
STM02138,"ACRYLIC SPRAY PAINT - LIGHT BLUE",41.00,BOX
STM02129,"ACRYLIC SPRAY PAINT - LEMON YELLOW",41.00,BOX
STM02141,"ACRYLIC SPRAY PAINT - KABA BLUE",41.00,BOX
STM02128,"ACRYLIC SPRAY PAINT - IVORY",41.00,BOX
STM02136,"ACRYLIC SPRAY PAINT - GRASS GREEN",41.00,BOX
STM02134,"ACRYLIC SPRAY PAINT - GOLDEN BROWN",41.00,BOX
STM02149,"ACRYLIC SPRAY PAINT - GOLD",41.00,BOX
STM02157,"ACRYLIC SPRAY PAINT - FLUORESCENT YELLOW",58.00,BOX
STM02154,"ACRYLIC SPRAY PAINT - FLUORESCENT RED",58.00,BOX
STM02153,"ACRYLIC SPRAY PAINT - FLUORESCENT PINK",58.00,BOX
STM02155,"ACRYLIC SPRAY PAINT - FLUORESCENT ORANGE",58.00,BOX
STM02152,"ACRYLIC SPRAY PAINT - FLUORESCENT MAGENTA",58.00,BOX
STM02156,"ACRYLIC SPRAY PAINT - FLUORESCENT GREEN",58.00,BOX
STM02158,"ACRYLIC SPRAY PAINT - FLUORESCENT BLUE",58.00,BOX
STM02140,"ACRYLIC SPRAY PAINT - DARK BLUE",41.00,BOX
STM02127,"ACRYLIC SPRAY PAINT - CLEAR MATT",41.00,BOX
STM02126,"ACRYLIC SPRAY PAINT - CLEAR",41.00,BOX
STM02148,"ACRYLIC SPRAY PAINT - CHROME SILVER",41.00,BOX
STM02133,"ACRYLIC SPRAY PAINT - CHOCOLATE BROWN",41.00,BOX
STM02131,"ACRYLIC SPRAY PAINT - CHINESE RED",41.00,BOX
STM02143,"ACRYLIC SPRAY PAINT - BLACK MATT",41.00,BOX
STM02142,"ACRYLIC SPRAY PAINT - BLACK GLOSS",41.00,BOX
BSL220450450006,"8 inch Solid Block",1872.00,Truck
B49220010010006,"8 inch Insulated Block",3888.00,Truck
BHL220010010006,"8 inch Hollow Block ",1728.00,Truck
,"6 inch Solid Block",2304.00,Truck
BHL260010010006,"6 inch Hollow Block",1944.00,Truck
STM00239,"4 PCS SCRAPER SET",39.00,DOZEN
STM00290,"4 PCS ANCHOR BOLT M8 X 60 MM",48.25,BAG
STM00292,"4 PCS Anchor Bolt M6 X 50 Mm",31.25,BAG
BSL200010010006,"4 inch Solid Block",3036.00,Truck
BHL200010010006,"4 inch Hollow Block",2059.00,Block
STM02175,"24 PCS SOCKET SET RED 6PT",144.00,SET
STM02176,"24 PCS SOCKET SET RED 12PT",144.00,SET
STM02173,"24 PCS SOCKET SET BLACK 6PT",161.00,SET
STM02174,"24 PCS SOCKET SET BLACK 12PT",161.00,SET
STM02177,"12 PCS SOCKET SET 6PT ",115.00,SET
STM02178,"12 PCS SOCKET SET 12PT",115.00,SET
B5124001001000000,"12 inch Insulated Block (16cm Polysterene)",5184.00,Truck
B502300100100000,"10 inch Insulated Block (6cm Polysterene)",3870.00,Truck
B5023,"10 inch Insulated Block (11cm Polysterene)",4860.00,Truck
STM01237,"1/4” UNIVERSAL JOINT UKEN",9.25,PCS
STM01235,"1/4” SPINNER HANDLE 6MM UKEN",9.25,PCS
STM01236,"1/4” SLIDING BAR 115MM UKEN",5.25,PCS
STM01238,"1/2"" DR 12PT BOX SPANNER UKEN",6.00,PCS
STM01239,"1/2"" DR 12PT BOX SPANNER UKEN",6.00,PCS
STM00233," Wood Chisel 18MM",7.75,PCS
STM00436," WASH BASIN MIXER SI-2402",117.00,PCS
STM00241," Try Square 24",78.00,DOZEN
STM00240," Try Square 12",39.00,DOZEN
STM00245," Traffic Cone 1 M",19.00,PCS
STM00287," Tarpaulin Sc50 x 50 Orange Size",163.00,PCS
STM00277," Tarpaulin Sc30 x 24 Blue Size",84.25,BUNDLE
STM00274," Tarpaulin Sc18 x 18 Blue Size",63.25,BUNDLE
STM00273," Tarpaulin Sc15 x 18 Blue Size",52.75,BUNDLE
STM00282," Tarpaulin Sc12 x 12 Orange Size",112.00,BUNDLE
STM00227," Super Thin Cutting Disc 105 x 1 x 16MM",18.25,DOZEN
STM00163," Screw Driver Flat 8 x 250 HD (10'')",5.00,PCS
STM00162," Screw Driver Flat 6 x 250(10'')",3.75,PCS
STM00160," Screw Driver Flat 6 x 150(6)""",3.00,PCS
STM00220," Sand Paper 60",39.00,BAG
STM00226," Sand Paper 220",39.00,BAG
STM00225," Sand Paper 180",39.00,BAG
STM00386," Safety FIX 8-16 MUSHROOM Type",195.00,BAG
STM00387," Safety FIX 16-32 MUSHROOM Type",260.00,BAG
STM00666," RUSH MACHINE / FLICKER  BLADE FUI-04  UKEN",10.50,PCS
STM00702," RUBBER HAMMER 32OZ FIBER HANDLE (BLACK) UKEN",19.50,PCS
