"Articele Code",Name,Price,Unit
STM00699," RUBBER HAMMER 16OZ FIBER HANDLE (BLACK) UKEN",11.75,PCS
STM00296," Rapid Clamp M & D 320",65.00,BAG
STM00102," Radiator Roller Complete 4 inch",34.25,BOX
STM00383," PVC Chair Spacer 75MM",179.00,BAG
STM00382," PVC Chair Spacer 25MM",130.00,BAG
STM00118," Plaster Coil lath 200mm X 50 Mtr Metex",47.50,ROLL
STM00117," Plaster Coil lath 150mm X 50 Mtr Metex",35.75,ROLL
STM00170," Pipe Wrench 8 inch",8.50,PCS
STM00175," Pipe Wrench 24 inch",35.25,PCS
STM00173," Pipe Wrench 14 inch",17.50,PCS
STM00172," Pipe Wrench 12 inch",13.75,PCS
STM00171," Pipe Wrench 10 inch",11.00,PCS
STM00373," Pipe 22MMX 3MTR PVC Black Heavy Duty",163.00,BOX
STM00372," Pipe 22MMX 3MTR PVC Black",91.00,BOX
STM00371," Pile Cage Spacer 75 mm",62.50,BAG
STM00056," NOORA BRUSH BON CATCHOURE ",18.75,DOZEN
STM00662," MASONRY TROWEL 6 "" SQUARE TYPE UKEN",66.25,PKT
STM01598," KLUDI WASH BASIN SINGLE LEVER MIXERXL DN15 - RAK13060-09",411.00,PCS
STM01599," KLUDI SINGLE LEVER BASIN MIXER DN15WITH RAISED BASE FOR USE WITHCOUNTER - TOP BASIN - RAK130100-09",495.00,PCS
STM01607," KLUDI SINGLE LEVER BASIN MIXER DN15WITH RAISED BASE FOR USE WITHCOUNTER - TOP BASIN - RAK12001-09",479.00,PCS
STM00385," Jointfix ic 250MM plain blue pvc waterstop 4MM",273.00,ROLL
STM00384," Jointfix ic 200MM plain blue pvc waterstop 4MM",169.00,ROLL
STM00205," Hex Key 9 pcs Long Type",9.25,SET
STM00206," Hex Key 9 pcs ",6.50,SET
STM00097," Hand Shovel Heavy Duty",14.25,PCS
STM00217," Hack Saw Frame HD",19.50,PCS
STM00218," Hack Saw Frame 12''",11.75,PCS
STM00216," Hack Saw Blade 12 x 24T Scorpion",7.75,DOZEN
STM00347," Flexel Sheet 25 mm",889.00,BUNDLE
STM00346," Flexel Sheet 18 mm",686.00,BUNDLE
STM00236," File Set 8",19.50,SET
STM00203," Double Side Screwdriver 180mm",46.75,DOZEN
STM00209," Diagonal Plier 8 inch",11.00,PCS
STM00208," Diagonal Plier 6 inch",9.75,PCS
STM00202," D-O Spanner 25 x 28",11.00,PCS
STM00200," D-O Spanner 21 x 23",7.75,PCS
STM00199," D-O Spanner 20 x 22",6.50,PCS
STM00196," D-O Spanner 14 x 15",43.75,DOZEN
STM00368," Concrete Spacer 60 mm - Germany",72.75,BAG
STM00366," Concrete Spacer 40 mm - Germany",62.50,BAG
STM00179," Combination Spanner 9mm",22.00,DOZEN
STM00190," Combination Spanner 27mm",11.75,PCS
STM00188," Combination Spanner 22mm",6.25,PCS
STM00187," Combination Spanner 19mm",54.00,DOZEN
STM00185," Combination Spanner 15mm",38.25,DOZEN
STM00184," Combination Spanner 14mm",34.25,DOZEN
STM00183," Combination Spanner 13mm",31.25,DOZEN
STM00182," Combination Spanner 12mm",28.25,DOZEN
STM00181," Combination Spanner 11mm",25.00,DOZEN
STM00156," Combination Plier 8 inch",10.50,PCS
STM00115," Block Mesh 250mm X 50 Mtr Metex",35.75,ROLL
STM00114," Block Mesh 200mm X 50 Mtr Metex",28.75,ROLL
STM00113," Block Mesh 150mm X 50 Mtr Metex",21.50,ROLL
STM00112," Block Mesh 100mm X 50 Mtr Metex",14.25,ROLL
STM00807," BEARING PULLER THREE JAW 8"" (200 MM) UKEN",80.75,PCS
STM00806," BEARING PULLER THREE JAW 6"" (150 MM) UKEN",54.75,PCS
STM00805," BEARING PULLER THREE JAW 4"" (100 MM) UKEN",41.75,PCS
STM00355," Backup Rod 8 mm",83.25,ROLL
STM00354," Backup Rod 6 mm",62.50,ROLL
STM00363," Backup Rod 50 mm",234.00,ROLL
STM00362," Backup Rod 40 mm",169.00,ROLL
STM00361," Backup Rod 30 mm",78.00,ROLL
STM00360," Backup Rod 25 mm",52.00,ROLL
STM00359," Backup Rod 20 mm",72.75,ROLL
STM00358," Backup Rod 15 mm",70.25,ROLL
STM00357," Backup Rod 12 mm",125.00,ROLL
STM00356," Backup Rod 10 mm",104.00,ROLL
STM00381," Anchor Plate 8MM",83.25,BAG
STM00380," Anchor Plate 4MM",55.25,BAG
STM00169," Adjustable Wrench 8 inch",9.75,PCS
STM00168," Adjustable Wrench 6 inch",8.50,PCS
STM00293," 4 PCS Anchor Bolt M12 X 90 MM",68.25,BAG
STM00291," 4 PCS Anchor Bolt M10 X 70 MM",78.00,BAG
STM00848,"  TINMANS SNIPPER 12"" UKEN",39.00,PCS
STM01210,"  EXHAUST FAN 8"" ROUND H/D ( 418004 ) UKEN",45.50,PCS
STM01209,"  EXHAUST FAN 8"" ROUND ( 418002 ) UKEN",39.00,PCS
STM00641,"   SPIRIT LEVEL 10"" PROFESSIONAL WITH MAGNET UKEN",32.50,PCS
